Company_Code,Transaction_Type,Transaction_Type_Description,Transaction_Category_Label,Document_Number,Line_Number,Document_Date,Document_Entry_Date,Transaction_Date,Fiscal_Year,Fiscal_Period,Bank_GL_Account,GL_Account_Description,Account_Type,Account_Normal_Balance,Account_L1_Group,Account_L2_Group,Account_L3_Group,Site_Code,Site_Description,Reference,Transaction_Currency,Amount,Amount_in_Home_Curr,Debit_Credit_Flag,Debit_Credit_Label,Rate_Type,Business_Partner_Code,Business_Partner_Description,Business_Partner_Type,Business_Partner_City,Business_Partner_State,Contra_Transaction_Type,Contra_Invoice_Number,Transaction_Category,User_Name
1100,B02,HDFC CMRG-00930310001240,Cash,25016483,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016483,USD,126686.3,10976417.750000000,2,Credit,PUR,ISU100503,Han Hung International Company Ltd,,,,B02,25016483,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016484,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016484,INR,2785.76,2785.76,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016484,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016485,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016485,EUR,93301.12,8441885.340000000,2,Credit,PUR,ISU100360,Metallum Metal Trading Ag,,,,B02,25016485,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016486,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016486,INR,2329.54,2329.54,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016486,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016487,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016487,USD,47842,4145150.490000000,2,Credit,PUR,ISU100565,INDRA RECYCLING GMBH,,,,B02,25016487,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016488,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016488,INR,1556.12,1556.12,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016488,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016489,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016489,USD,149679.6,12968614.740000000,2,Credit,PUR,ISU100565,INDRA RECYCLING GMBH,,,,B02,25016489,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016490,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016490,INR,3144.36,3144.36,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016490,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016491,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016491,USD,64723.5,5607805.850000001,2,Credit,PUR,ISU100717,STORK INTERNATIONAL GMBH,,,,B02,25016491,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016492,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016492,INR,1819.4,1819.4,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016492,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016493,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016493,USD,75463.6,6538354.960000000,2,Credit,PUR,ISU104867,TSR RESOURCE GMBH & CO. KG,,,,B02,25016493,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016494,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016494,INR,1986.9,1986.9,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016494,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016495,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016495,USD,152481.2,13211352.370000001,2,Credit,PUR,ISU100565,INDRA RECYCLING GMBH,,,,B02,25016495,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016496,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016496,INR,3188.04,3188.04,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016496,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016497,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016497,USD,185011.2,16029832.900000000,2,Credit,PUR,ISU100024,Eurajoen Romu Oy,,,,B02,25016497,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016498,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016498,INR,3695.36,3695.36,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016498,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016499,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016499,USD,83486,7233435.760000000,2,Credit,PUR,ISU104867,TSR RESOURCE GMBH & CO. KG,,,,B02,25016499,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016500,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016500,INR,2112.02,2112.02,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016500,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016501,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016501,USD,234516.51,20319096.719999999,2,Credit,PUR,ISU104890,"RADIUS RECYCLING, INC.",,,,B02,25016501,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016502,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016502,INR,4467.44,4467.44,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016502,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016503,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016503,USD,89006.8,7711771.670000000,2,Credit,PUR,ISU100360,Metallum Metal Trading Ag,,,,B02,25016503,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016504,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016504,INR,2788.12,2788.12,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016504,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016505,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016505,USD,31050,2690249.630000000,2,Credit,PUR,ISU100004,Alba Metall Nord GMBH,,,,B02,25016505,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016506,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016506,INR,1884.24,1884.24,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016506,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016507,1,20/02/25,20/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016507,USD,107182.25,9287074.010000000,2,Credit,PUR,ISU100543,WIEREC TRADING AG,,,,B02,25016507,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016510,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016510,INR,58539.8,58539.8,2,Credit,PUR,LSU102946,Maersk Line India Pvt Ltd,,,,B02,25016510,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016512,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016512,INR,282020,282020,2,Credit,PUR,LSU102509,Maersk Line India Pvt Ltd,,,,B02,25016512,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016513,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016513,INR,1535163.480000000,1535163.480000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016513,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016514,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016514,INR,32621.1,32621.1,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016514,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016520,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016520,INR,1079545.420000000,1079545.420000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016520,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016522,1,21/02/25,21/02/25,21/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016522,INR,39603.2,39603.2,2,Credit,PUR,LSU105871,CMA-CGM AGENCIES INDIA PVT LTD,,,,B02,25016522,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016542,1,22/02/25,22/02/25,22/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016542,INR,85780,85780,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016542,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016543,1,22/02/25,22/02/25,22/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016543,INR,74735,74735,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016543,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016544,1,22/02/25,22/02/25,22/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016544,INR,86331,86331,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016544,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016545,1,22/02/25,22/02/25,22/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016545,INR,158208,158208,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016545,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016546,1,22/02/25,22/02/25,22/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016546,INR,295222,295222,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016546,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016552,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016552,INR,590,590,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016552,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016553,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016553,INR,590,590,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016553,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016554,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016554,INR,590,590,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016554,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016561,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016561,INR,29387344.800000001,29387344.800000001,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016561,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016562,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016562,INR,70852,70852,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016562,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016563,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016563,INR,12546,12546,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016563,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016564,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016564,INR,8177248.820000000,8177248.820000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016564,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016573,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016573,INR,2297002.160000000,2297002.160000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016573,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016574,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016574,INR,2162498.680000000,2162498.680000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016574,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016576,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016576,INR,1719047.000000000,1719047.000000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016576,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016578,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016578,INR,1780.43,1780.43,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016578,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016579,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016579,INR,4228.92,4228.92,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016579,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016654,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016654,INR,736439.39,736439.39,2,Credit,PUR,LSU103515,CMA CGM AGENCIES INDIA PL (GUJARAT),,,,B02,25016654,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016656,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016656,INR,58577,58577,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016656,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016657,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016657,INR,28424,28424,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,ICP,50500417,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016658,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016658,INR,21653,21653,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,ICP,50102135,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016660,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016660,INR,1900185.690000000,1900185.690000000,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016660,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016661,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016661,INR,83455.5,83455.5,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016661,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016663,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016663,INR,295,295,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016663,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016664,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016664,USD,115287.6,9992552.730000000,2,Credit,PUR,ISU100565,INDRA RECYCLING GMBH,,,,B02,25016664,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016665,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016665,INR,2608.66,2608.66,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016665,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016666,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016666,INR,892307,892307,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016666,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016667,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016667,USD,48148.72,4173290.310000000,2,Credit,PUR,ISU104862,"GRAND RISE ALUMINIUM CO., LTD.",,,,B02,25016667,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016668,1,23/02/25,23/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016668,INR,2151.2,2151.2,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016668,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016670,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016670,INR,709.94,709.94,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016670,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016672,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016672,INR,3985.62,3985.62,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016672,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016673,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016673,USD,133332,11556551.100000000,2,Credit,PUR,ISU100469,TM Solution Corp.,,,,B02,25016673,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016674,1,21/02/25,21/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016674,INR,3480.18,3480.18,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016674,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016679,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016679,INR,41665.8,41665.8,2,Credit,PUR,LSU102946,Maersk Line India Pvt Ltd,,,,B02,25016679,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016680,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016680,INR,24791.8,24791.8,2,Credit,PUR,LSU102946,Maersk Line India Pvt Ltd,,,,B02,25016680,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016681,1,24/02/25,24/02/25,24/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016681,INR,24791.8,24791.8,2,Credit,PUR,LSU102946,Maersk Line India Pvt Ltd,,,,B02,25016681,10,job
1100,B02,HDFC CMRG-00930310001240,Cash,25016683,1,25/02/25,25/02/25,25/02/25,2024,11,BS2030202001,HDFC CMR - 00930310001240,Balance Sheet,Credit,Current liabilities,Borrowings,Cash Credits,CMR-HO,"CMR Green Corporate, Haryana",B02B02/25016683,INR,83455.5,83455.5,2,Credit,PUR,LCU100195,ONE TIME BUSINES,Local Customer,,,B02,25016683,10,job
